project_name,kind,station_name,lawd_cd,lat,lon,status,status_date,expected_open_ym,opened_ym,source_name,source_url,last_verified,note
에버라인,지하철,강남대,,37.2701707,127.1260669,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 용인시 기흥구 중부대로 578 · 경기도 용인경전철 · 개통월은 자료에 없음
에버라인,지하철,지석,,37.2697373,127.1363256,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 용인시 기흥구 어정로 28 · 경기도 용인경전철 · 개통월은 자료에 없음
에버라인,지하철,어정,,37.2749513,127.1437499,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 용인시 기흥구 어정로 128 · 경기도 용인경전철 · 개통월은 자료에 없음
에버라인,지하철,동백(용인세브란스),,37.2691014,127.1526906,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 용인시 기흥구 동백죽전대로 314 · 경기도 용인경전철 · 개통월은 자료에 없음
에버라인,지하철,초당,,37.2608065,127.1594692,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 용인시 기흥구 동백죽전대로 204 · 경기도 용인경전철 · 개통월은 자료에 없음
에버라인,지하철,삼가,,37.2420599,127.16818,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 용인시 처인구 중부대로 1098 · 경기도 용인경전철 · 개통월은 자료에 없음
에버라인,지하철,시청·용인대,,37.239442,127.1788851,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 용인시 처인구 중부대로 1199-1 · 경기도 용인경전철 · 개통월은 자료에 없음
에버라인,지하철,명지대,,37.2380763,127.1902913,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 용인시 처인구 금학로 241 · 경기도 용인경전철 · 개통월은 자료에 없음
에버라인,지하철,김량장,,37.2373238,127.1986109,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 용인시 처인구 금학로 315 · 경기도 용인경전철 · 개통월은 자료에 없음
에버라인,지하철,용인중앙시장(용인예술과학대),,37.2379113,127.2090526,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 용인시 처인구 금학로 409 · 경기도 용인경전철 · 개통월은 자료에 없음
에버라인,지하철,고진,,37.2446383,127.2141836,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 용인시 처인구 경안천로 141 · 경기도 용인경전철 · 개통월은 자료에 없음
에버라인,지하철,보평,,37.2589643,127.2184808,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 용인시 처인구 경안천로 313 · 경기도 용인경전철 · 개통월은 자료에 없음
에버라인,지하철,둔전,,37.2672122,127.2136387,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 용인시 처인구 포곡읍 포곡로 70 · 경기도 용인경전철 · 개통월은 자료에 없음
에버라인,지하철,전대·에버랜드,,37.2854133,127.219509,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 용인시 처인구 포곡읍 에버랜드로 143 · 경기도 용인경전철 · 개통월은 자료에 없음
인천국제공항선,지하철,서울,,37.5530178,126.9697643,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 용산구 청파로 378 · 공항철도주식회사 · 개통월은 자료에 없음
인천국제공항선,지하철,공덕,,37.5427105,126.9516296,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 마포구 마포대로 92 · 공항철도주식회사 · 개통월은 자료에 없음
인천국제공항선,지하철,홍대입구,,37.557741,126.9264939,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 마포구 양화로 188 · 공항철도주식회사 · 개통월은 자료에 없음
인천국제공항선,지하철,디지털미디어시티,,37.577355,126.898025,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 마포구 성암로 184 · 공항철도주식회사 · 개통월은 자료에 없음
인천국제공항선,지하철,마곡나루,,37.5658191,126.8276358,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 강서구 마곡중앙로 지하 135 · 공항철도주식회사 · 개통월은 자료에 없음
인천국제공항선,지하철,김포공항,,37.5621165,126.8015442,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 강서구 하늘길 77 · 공항철도주식회사 · 개통월은 자료에 없음
인천국제공항선,지하철,계양,,37.571769,126.736319,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,인천광역시 계양구 다남로 24 · 공항철도주식회사 · 개통월은 자료에 없음
인천국제공항선,지하철,검암,,37.5691555,126.6735357,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,인천광역시 서구 검바위로 26 · 공항철도주식회사 · 개통월은 자료에 없음
인천국제공항선,지하철,청라국제도시,,37.556509,126.624725,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,인천광역시 서구 에코로 163 · 공항철도주식회사 · 개통월은 자료에 없음
인천국제공항선,지하철,영종,,37.5120981,126.5242471,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,인천광역시 중구 백운로414번길 75 · 공항철도주식회사 · 개통월은 자료에 없음
인천국제공항선,지하철,운서,,37.4928446,126.4936619,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,인천광역시 중구 흰바위로59번길 26 · 공항철도주식회사 · 개통월은 자료에 없음
인천국제공항선,지하철,공항화물청사,,37.4590261,126.4774333,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,인천광역시 중구 공항동로135번길 86 · 공항철도주식회사 · 개통월은 자료에 없음
인천국제공항선,지하철,인천공항1터미널,,37.4476067,126.4523433,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,인천광역시 중구 공항로 271 · 공항철도주식회사 · 개통월은 자료에 없음
인천국제공항선,지하철,인천공항2터미널,,37.46866,126.433415,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,인천광역시 중구 공항로 272 · 공항철도주식회사 · 개통월은 자료에 없음
김포도시철도,지하철,양촌역,,37.641639,126.614694,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 김포시 양촌읍 양촌역길 107 · 김포골드라인에스알에스㈜ · 개통월은 자료에 없음
김포도시철도,지하철,구래역,,37.645354,126.6285,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 김포시 김포한강7로 87 · 김포골드라인에스알에스㈜ · 개통월은 자료에 없음
김포도시철도,지하철,마산역,,37.640606,126.643944,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 김포시 김포한강3로 지하 442 · 김포골드라인에스알에스㈜ · 개통월은 자료에 없음
김포도시철도,지하철,장기역,,37.644028,126.669,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 김포시 김포한강1로 지하 59 · 김포골드라인에스알에스㈜ · 개통월은 자료에 없음
김포도시철도,지하철,운양역,,37.653861,126.683833,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 김포시 김포한강1로 지하 235 · 김포골드라인에스알에스㈜ · 개통월은 자료에 없음
김포도시철도,지하철,걸포북변역,,37.631639,126.70575,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 김포시 김포대로 지하 1040 · 김포골드라인에스알에스㈜ · 개통월은 자료에 없음
김포도시철도,지하철,사우역,,37.620361,126.719722,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 김포시 김포대로 지하 852 · 김포골드라인에스알에스㈜ · 개통월은 자료에 없음
김포도시철도,지하철,풍무역,,37.612333,126.732583,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 김포시 김포대로 지하 710 · 김포골드라인에스알에스㈜ · 개통월은 자료에 없음
김포도시철도,지하철,고촌역,,37.60125,126.770361,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 김포시 고촌읍 김포대로 지하 350 · 김포골드라인에스알에스㈜ · 개통월은 자료에 없음
김포도시철도,지하철,김포공항역,,37.562309,126.801833,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 강서구 하늘길 지하 77 · 김포골드라인에스알에스㈜ · 개통월은 자료에 없음
수도권 경량도시철도 신림선,지하철,샛강,,37.5172199,126.929404,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 영등포구 의사당대로 지하166 (여의도동) · 남서울경전철 주식회사 · 개통월은 자료에 없음
수도권 경량도시철도 신림선,지하철,대방,,37.5128402,126.9253168,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 영등포구 여의대방로 300 (신길동) · 남서울경전철 주식회사 · 개통월은 자료에 없음
수도권 경량도시철도 신림선,지하철,서울지방병무청,,37.5060469,126.9227834,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 동작구 여의대방로 지하218 (대방동) · 남서울경전철 주식회사 · 개통월은 자료에 없음
수도권 경량도시철도 신림선,지하철,보라매,,37.5003127,126.9204859,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 동작구 상도로 지하2 (대방동) · 남서울경전철 주식회사 · 개통월은 자료에 없음
수도권 경량도시철도 신림선,지하철,보라매공원,,37.4952254,126.9182588,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 동작구 여의대방로20길 지하11 (신대방동) · 남서울경전철 주식회사 · 개통월은 자료에 없음
수도권 경량도시철도 신림선,지하철,보라매병원,,37.4929607,126.923886,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 동작구 보라매로5길 지하24 (신대방동) · 남서울경전철 주식회사 · 개통월은 자료에 없음
수도권 경량도시철도 신림선,지하철,당곡,,37.4900391,126.9275688,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 관악구 보라매로 6 (봉천동) · 남서울경전철 주식회사 · 개통월은 자료에 없음
수도권 경량도시철도 신림선,지하철,신림,,37.4848908,126.9296099,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 관악구 남부순환로 지하1614 (신림동) · 남서울경전철 주식회사 · 개통월은 자료에 없음
수도권 경량도시철도 신림선,지하철,서원,,37.4782734,126.9332282,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 관악구 신림로 258 (신림동) · 남서울경전철 주식회사 · 개통월은 자료에 없음
수도권 경량도시철도 신림선,지하철,서울대벤처타운,,37.4720407,126.9339766,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 관악구 신림로 144 (신림동) · 남서울경전철 주식회사 · 개통월은 자료에 없음
수도권 경량도시철도 신림선,지하철,관악산,,37.469169,126.9449548,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 관악구 신림로 23 (신림동) · 남서울경전철 주식회사 · 개통월은 자료에 없음
진접선,지하철,진접역,,37.720472,127.203167,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 남양주시 진접읍 경복대로 지하 244 · 남양주도시공사 · 개통월은 자료에 없음
진접선,지하철,오남역,,37.7054056,127.191644,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 남양주시 오남읍 진건오남로 지하 929 · 남양주도시공사 · 개통월은 자료에 없음
진접선,지하철,별내별가람역,,37.667833,127.116167,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 남양주시 별내3로 지하 345 · 남양주도시공사 · 개통월은 자료에 없음
수도권 광역철도 8호선,지하철,별내역,,37.642517,127.1273,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 남양주시 경춘북로 375(별내동) · 남양주도시공사 · 개통월은 자료에 없음
수도권 광역철도 8호선,지하철,다산역,,37.62437,127.1498,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,경기도 남양주 다산중앙로 123번길(다산동) · 남양주도시공사 · 개통월은 자료에 없음
1호선,지하철,청량리(서울시립대입구),,37.580148,127.045063,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 동대문구 왕산로 지하205(전농동) · 서울교통공사 · 개통월은 자료에 없음
1호선,지하철,제기동,,37.578116,127.034902,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 동대문구 왕산로 지하93(제기동) · 서울교통공사 · 개통월은 자료에 없음
1호선,지하철,신설동,,37.576117,127.02471,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 동대문구 왕산로 지하1(신설동) · 서울교통공사 · 개통월은 자료에 없음
1호선,지하철,동묘앞,,37.573265,127.016459,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 종로구 종로 359(숭인동) · 서울교통공사 · 개통월은 자료에 없음
1호선,지하철,동대문,,37.571646,127.01069,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 종로구 종로 지하302(창신동) · 서울교통공사 · 개통월은 자료에 없음
1호선,지하철,종로5가,,37.570971,127.0019,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 종로구 종로 지하216(종로5가) · 서울교통공사 · 개통월은 자료에 없음
1호선,지하철,종로3가,,37.570429,126.992095,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 종로구 종로 지하129(종로3가) · 서울교통공사 · 개통월은 자료에 없음
1호선,지하철,종각,,37.570203,126.983116,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 종로구 종로 지하55(종로1가) · 서울교통공사 · 개통월은 자료에 없음
1호선,지하철,시청,,37.565211,126.977207,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 중구 세종대로 지하101(정동) · 서울교통공사 · 개통월은 자료에 없음
1호선,지하철,서울역,,37.55585,126.972103,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 중구 세종대로 지하2(남대문로 5가) · 서울교통공사 · 개통월은 자료에 없음
2호선,지하철,시청,,37.563534,126.975271,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 중구 서소문로 지하127(서소문동) · 서울교통공사 · 개통월은 자료에 없음
2호선,지하철,을지로입구,,37.565998,126.982569,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 중구 을지로 지하42(을지로1가) · 서울교통공사 · 개통월은 자료에 없음
2호선,지하철,을지로3가,,37.566292,126.990873,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 중구 을지로 지하106(을지로3가) · 서울교통공사 · 개통월은 자료에 없음
2호선,지하철,을지로4가,,37.566611,126.997622,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 중구 을지로 지하178(을지로4가) · 서울교통공사 · 개통월은 자료에 없음
2호선,지하철,동대문역사문화공원(DDP),,37.565609,127.009083,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 중구 을지로 지하279(을지로7가) · 서울교통공사 · 개통월은 자료에 없음
2호선,지하철,신당,,37.565675,127.0194259,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 중구 퇴계로 지하431-1(신당동) · 서울교통공사 · 개통월은 자료에 없음
2호선,지하철,상왕십리,,37.564444,127.029322,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 성동구 왕십리로 지하374(하왕십리동) · 서울교통공사 · 개통월은 자료에 없음
2호선,지하철,왕십리(성동구청),,37.561289,127.0370615,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 성동구 왕십리로 지하300(행당동) · 서울교통공사 · 개통월은 자료에 없음
2호선,지하철,한양대,,37.555758,127.0436594,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 성동구 왕십리로 206(행당동) · 서울교통공사 · 개통월은 자료에 없음
2호선,지하철,뚝섬,,37.54718,127.047413,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 성동구 아차산로 18(성수동1가) · 서울교통공사 · 개통월은 자료에 없음
2호선,지하철,성수,,37.544628,127.055983,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 성동구 아차산로 100(성수동2가) · 서울교통공사 · 개통월은 자료에 없음
2호선,지하철,건대입구,,37.540408,127.069231,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 광진구 아차산로 243(화양동) · 서울교통공사 · 개통월은 자료에 없음
2호선,지하철,구의(광진구청),,37.537157,127.0862124,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 광진구 아차산로 384-1(구의동) · 서울교통공사 · 개통월은 자료에 없음
2호선,지하철,강변(동서울터미널),,37.535161,127.094684,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 광진구 강변역로 53(구의동) · 서울교통공사 · 개통월은 자료에 없음
2호선,지하철,잠실나루,,37.520688,127.103836,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 송파구 오금로 20(신천동) · 서울교통공사 · 개통월은 자료에 없음
2호선,지하철,잠실(송파구청),,37.513305,127.100129,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 송파구 올림픽로 지하265(신천동) · 서울교통공사 · 개통월은 자료에 없음
2호선,지하철,잠실새내,,37.511653,127.086224,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 송파구 올림픽로 지하140(잠실동) · 서울교통공사 · 개통월은 자료에 없음
2호선,지하철,종합운동장,,37.511128,127.073841,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 송파구 올림픽로 지하23(잠실동) · 서울교통공사 · 개통월은 자료에 없음
2호선,지하철,삼성(무역센터),,37.508827,127.063203,운영중,,,,전국도시철도역사정보표준데이터 (2026-06-30 기준),https://www.data.go.kr/data/15013205/standard.do,2026-09-03,서울특별시 강남구 테헤란로 지하538(삼성동) · 서울교통공사 · 개통월은 자료에 없음
