cost_kind,rule_key,region,conditions_json,price_min,price_max,rate,max_amount,fixed_amount,vat_applicable,effective_from,effective_to,source_name,source_url,last_verified,status,verification,note
중개보수,brok/매매/15억이상,서울,{},1500000000,,0.007,,,1,2021-10-19,,서울특별시 주택 중개보수 등에 관한 조례,https://www.seoul.go.kr/story/realestate/realestate_02.jsp,2026-09-03,ENACTED,ESTIMATED,매매 상한요율 0.7% · 2차 자료(국토교통부 개정 보도·생활법령) 기준. 각 시·도 조례 원문 대조 필요
중개보수,brok/매매/5천만원미만/~2021,경기,{},0,50000000,0.006,250000,,1,2015-04-14,2021-10-18,경기도 주택 중개보수 등에 관한 조례 [2021-10-19 개정 전],https://www.gg.go.kr/contents/contents.do?ciIdx=1096&menuId=2957,2026-09-03,ENACTED,ESTIMATED,"매매 상한요율 0.6% (한도 250,000원) · 2차 자료(국토교통부 개정 보도·생활법령) 기준. 각 시·도 조례 원문 대조 필요"
중개보수,brok/매매/5천~2억/~2021,경기,{},50000000,200000000,0.005,800000,,1,2015-04-14,2021-10-18,경기도 주택 중개보수 등에 관한 조례 [2021-10-19 개정 전],https://www.gg.go.kr/contents/contents.do?ciIdx=1096&menuId=2957,2026-09-03,ENACTED,ESTIMATED,"매매 상한요율 0.5% (한도 800,000원) · 2차 자료(국토교통부 개정 보도·생활법령) 기준. 각 시·도 조례 원문 대조 필요"
중개보수,brok/매매/2억~6억/~2021,경기,{},200000000,600000000,0.004,,,1,2015-04-14,2021-10-18,경기도 주택 중개보수 등에 관한 조례 [2021-10-19 개정 전],https://www.gg.go.kr/contents/contents.do?ciIdx=1096&menuId=2957,2026-09-03,ENACTED,ESTIMATED,매매 상한요율 0.4% · 2차 자료(국토교통부 개정 보도·생활법령) 기준. 각 시·도 조례 원문 대조 필요
중개보수,brok/매매/6억~9억/~2021,경기,{},600000000,900000000,0.005,,,1,2015-04-14,2021-10-18,경기도 주택 중개보수 등에 관한 조례 [2021-10-19 개정 전],https://www.gg.go.kr/contents/contents.do?ciIdx=1096&menuId=2957,2026-09-03,ENACTED,ESTIMATED,매매 상한요율 0.5% · 2차 자료(국토교통부 개정 보도·생활법령) 기준. 각 시·도 조례 원문 대조 필요
중개보수,brok/매매/9억이상/~2021,경기,{},900000000,,0.009,,,1,2015-04-14,2021-10-18,경기도 주택 중개보수 등에 관한 조례 [2021-10-19 개정 전],https://www.gg.go.kr/contents/contents.do?ciIdx=1096&menuId=2957,2026-09-03,ENACTED,ESTIMATED,매매 상한요율 0.9% · 2차 자료(국토교통부 개정 보도·생활법령) 기준. 각 시·도 조례 원문 대조 필요
중개보수,brok/매매/5천만원미만,경기,{},0,50000000,0.006,250000,,1,2021-10-19,,경기도 주택 중개보수 등에 관한 조례,https://www.gg.go.kr/contents/contents.do?ciIdx=1096&menuId=2957,2026-09-03,ENACTED,ESTIMATED,"매매 상한요율 0.6% (한도 250,000원) · 2차 자료(국토교통부 개정 보도·생활법령) 기준. 각 시·도 조례 원문 대조 필요"
중개보수,brok/매매/5천~2억,경기,{},50000000,200000000,0.005,800000,,1,2021-10-19,,경기도 주택 중개보수 등에 관한 조례,https://www.gg.go.kr/contents/contents.do?ciIdx=1096&menuId=2957,2026-09-03,ENACTED,ESTIMATED,"매매 상한요율 0.5% (한도 800,000원) · 2차 자료(국토교통부 개정 보도·생활법령) 기준. 각 시·도 조례 원문 대조 필요"
중개보수,brok/매매/2억~9억,경기,{},200000000,900000000,0.004,,,1,2021-10-19,,경기도 주택 중개보수 등에 관한 조례,https://www.gg.go.kr/contents/contents.do?ciIdx=1096&menuId=2957,2026-09-03,ENACTED,ESTIMATED,매매 상한요율 0.4% · 2차 자료(국토교통부 개정 보도·생활법령) 기준. 각 시·도 조례 원문 대조 필요
중개보수,brok/매매/9억~12억,경기,{},900000000,1200000000,0.005,,,1,2021-10-19,,경기도 주택 중개보수 등에 관한 조례,https://www.gg.go.kr/contents/contents.do?ciIdx=1096&menuId=2957,2026-09-03,ENACTED,ESTIMATED,매매 상한요율 0.5% · 2차 자료(국토교통부 개정 보도·생활법령) 기준. 각 시·도 조례 원문 대조 필요
중개보수,brok/매매/12억~15억,경기,{},1200000000,1500000000,0.006,,,1,2021-10-19,,경기도 주택 중개보수 등에 관한 조례,https://www.gg.go.kr/contents/contents.do?ciIdx=1096&menuId=2957,2026-09-03,ENACTED,ESTIMATED,매매 상한요율 0.6% · 2차 자료(국토교통부 개정 보도·생활법령) 기준. 각 시·도 조례 원문 대조 필요
중개보수,brok/매매/15억이상,경기,{},1500000000,,0.007,,,1,2021-10-19,,경기도 주택 중개보수 등에 관한 조례,https://www.gg.go.kr/contents/contents.do?ciIdx=1096&menuId=2957,2026-09-03,ENACTED,ESTIMATED,매매 상한요율 0.7% · 2차 자료(국토교통부 개정 보도·생활법령) 기준. 각 시·도 조례 원문 대조 필요
중개보수,brok/매매/5천만원미만/~2021,인천,{},0,50000000,0.006,250000,,1,2015-04-14,2021-10-18,인천광역시 주택 중개보수 등에 관한 조례 [2021-10-19 개정 전],https://www.seohae.go.kr/open_content/main/civil/land/realty_fee.jsp,2026-09-03,ENACTED,ESTIMATED,"매매 상한요율 0.6% (한도 250,000원) · 2차 자료(국토교통부 개정 보도·생활법령) 기준. 각 시·도 조례 원문 대조 필요"
중개보수,brok/매매/5천~2억/~2021,인천,{},50000000,200000000,0.005,800000,,1,2015-04-14,2021-10-18,인천광역시 주택 중개보수 등에 관한 조례 [2021-10-19 개정 전],https://www.seohae.go.kr/open_content/main/civil/land/realty_fee.jsp,2026-09-03,ENACTED,ESTIMATED,"매매 상한요율 0.5% (한도 800,000원) · 2차 자료(국토교통부 개정 보도·생활법령) 기준. 각 시·도 조례 원문 대조 필요"
중개보수,brok/매매/2억~6억/~2021,인천,{},200000000,600000000,0.004,,,1,2015-04-14,2021-10-18,인천광역시 주택 중개보수 등에 관한 조례 [2021-10-19 개정 전],https://www.seohae.go.kr/open_content/main/civil/land/realty_fee.jsp,2026-09-03,ENACTED,ESTIMATED,매매 상한요율 0.4% · 2차 자료(국토교통부 개정 보도·생활법령) 기준. 각 시·도 조례 원문 대조 필요
중개보수,brok/매매/6억~9억/~2021,인천,{},600000000,900000000,0.005,,,1,2015-04-14,2021-10-18,인천광역시 주택 중개보수 등에 관한 조례 [2021-10-19 개정 전],https://www.seohae.go.kr/open_content/main/civil/land/realty_fee.jsp,2026-09-03,ENACTED,ESTIMATED,매매 상한요율 0.5% · 2차 자료(국토교통부 개정 보도·생활법령) 기준. 각 시·도 조례 원문 대조 필요
중개보수,brok/매매/9억이상/~2021,인천,{},900000000,,0.009,,,1,2015-04-14,2021-10-18,인천광역시 주택 중개보수 등에 관한 조례 [2021-10-19 개정 전],https://www.seohae.go.kr/open_content/main/civil/land/realty_fee.jsp,2026-09-03,ENACTED,ESTIMATED,매매 상한요율 0.9% · 2차 자료(국토교통부 개정 보도·생활법령) 기준. 각 시·도 조례 원문 대조 필요
법무비,legal/이전등기/5천만원까지/과거,,{},0,50000000,,,105000,1,2013-08-28,2025-12-31,대한법무사협회 보수표 (소유권이전등기 기본보수),https://www.kabl.kr,2026-09-03,ENACTED,ESTIMATED,현행 보수표를 과거 구간에 적용했다. 협회 보수표 개정 이력 미확인 · 실투자금 비중 0.1% 미만
법무비,legal/이전등기/5천만~2억/과거,,{},50000000,200000000,0.0005,,105000,1,2013-08-28,2025-12-31,대한법무사협회 보수표 (소유권이전등기 기본보수),https://www.kabl.kr,2026-09-03,ENACTED,ESTIMATED,현행 보수표를 과거 구간에 적용했다. 협회 보수표 개정 이력 미확인 · 실투자금 비중 0.1% 미만
법무비,legal/이전등기/2억~10억/과거,,{},200000000,1000000000,0.0002,,180000,1,2013-08-28,2025-12-31,대한법무사협회 보수표 (소유권이전등기 기본보수),https://www.kabl.kr,2026-09-03,ENACTED,ESTIMATED,현행 보수표를 과거 구간에 적용했다. 협회 보수표 개정 이력 미확인 · 실투자금 비중 0.1% 미만
법무비,legal/이전등기/10억~100억/과거,,{},1000000000,10000000000,0.0001,,340000,1,2013-08-28,2025-12-31,대한법무사협회 보수표 (소유권이전등기 기본보수),https://www.kabl.kr,2026-09-03,ENACTED,ESTIMATED,현행 보수표를 과거 구간에 적용했다. 협회 보수표 개정 이력 미확인 · 실투자금 비중 0.1% 미만
