lawd_cd,emd_name,zone_type,effective_from,effective_to,source_name,source_url,last_verified,note
11545,,조정대상지역,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"서울 금천구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
11545,,투기과열지구,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"서울 금천구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
11560,,조정대상지역,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"서울 영등포구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
11560,,투기과열지구,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"서울 영등포구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
11590,,조정대상지역,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"서울 동작구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
11590,,투기과열지구,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"서울 동작구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
11620,,조정대상지역,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"서울 관악구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
11620,,투기과열지구,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"서울 관악구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
11650,,조정대상지역,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"서울 서초구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
11650,,투기과열지구,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"서울 서초구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
11680,,조정대상지역,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"서울 강남구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
11680,,투기과열지구,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"서울 강남구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
11710,,조정대상지역,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"서울 송파구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
11710,,투기과열지구,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"서울 송파구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
11740,,조정대상지역,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"서울 강동구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
11740,,투기과열지구,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"서울 강동구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
41290,,조정대상지역,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"과천시 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
41290,,투기과열지구,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"과천시 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
41210,,조정대상지역,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"광명시 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
41210,,투기과열지구,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"광명시 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
41131,,조정대상지역,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"성남시 수정구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
41131,,투기과열지구,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"성남시 수정구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
41133,,조정대상지역,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"성남시 중원구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
41133,,투기과열지구,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"성남시 중원구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
41135,,조정대상지역,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"성남시 분당구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
41135,,투기과열지구,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"성남시 분당구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
41111,,조정대상지역,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"수원시 장안구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
41111,,투기과열지구,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"수원시 장안구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
41115,,조정대상지역,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"수원시 팔달구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
41115,,투기과열지구,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"수원시 팔달구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
41117,,조정대상지역,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"수원시 영통구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
41117,,투기과열지구,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"수원시 영통구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
41173,,조정대상지역,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"안양시 동안구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
41173,,투기과열지구,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"안양시 동안구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
41465,,조정대상지역,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"용인시 수지구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
41465,,투기과열지구,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"용인시 수지구 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
41430,,조정대상지역,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"의왕시 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
41430,,투기과열지구,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"의왕시 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
41450,,조정대상지역,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"하남시 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
41450,,투기과열지구,2025-10-16,,국토교통부 「주택시장 안정화 대책」 규제지역 지정 (2025-10-15 발표),https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308,2026-09-03,"하남시 · 10·15 대책 · 보도자료 기준, 관보 고시 대조 필요 · 보도자료 기준(ESTIMATED)"
